	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
477	34939	Sem	39	2	MEENAKSHISUNDA, G.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
478	34940	Sem	40	2	MEHROTRA, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
479	34941	Sem	41	2	MIHAIL, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
480	34942	Sem	42	2	MJOLSNESS, E.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
481	34943	Sem	43	2	NAWAB, F.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
482	34944	Sem	44	2	NICOLAU, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
483	34945	Sem	45	2	PANAGEAS, I.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
484	34946	Sem	46	2	PAPAEFTHYMIOU, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
485	34947	Sem	47	2	RAHMANI, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
486	34948	Sem	48	2	REGAN, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
487	34949	Sem	49	2	SHINDLER, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
488	34950	Sem	50	2	SINGH, S.	TBA	TBA	TBA	25	0		0	0	N and S	Bookstore		OPEN
489	34951	Sem	51	2	SMYTH, P.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
490	34952	Sem	52	2	SUDDERTH, E.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
491	34953	Sem	53	2	TSUDIK, G.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
492	34954	Sem	54	2	VAZIRANI, V.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
493	34955	Sem	55	2	VEIDENBAUM, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
494	34956	Sem	56	2	VENKATASUBRAMA, N.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
495	34957	Sem	57	2	XIE, X.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
496	34958	Sem	58	2	ZHANG, J.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
497	34959	Sem	59	2	ZHAO, S.	TBA	TBA	TBA	30	1		1	0	N and S	Bookstore		OPEN
498	34960	Sem	60	2	GAUDIOT, J.	TBA	TBA	TBA	30	0		1	0	N and S	Bookstore		OPEN
499	34961	Sem	61	2	KIA, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
500	34962	Sem	62	2	KRICHMAR, J.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
501	34963	Sem	63	2	SHEN, Y.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
502	34964	Sem	64	2	STAFF	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
503	34965	Sem	65	2	STAFF	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
504	34966	Sem	66	2	STAFF	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
505	34967	Sem	67	2	STAFF	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
506																	
507	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION	CompSci 298 THESIS SUPERVISION
508	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
509	35001	Res	1	2-12	ABDU JYOTHI, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
510	35002	Res	2	2-12	AMIRI SANI, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
511	35003	Res	3	2-12	BALDI, P.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
512	35004	Res	4	2-12	BERG, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
513	35005	Res	5	2-12	BIC, L.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
514	35006	Res	6	2-12	BOZORGZADEH, E.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
515	35007	Res	7	2-12	BURTSEV, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
516	35008	Res	8	2-12	CAREY, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
517	35009	Res	9	2-12	CHEN, Q.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
518	35010	Res	10	2-12	DECHTER, R.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
519	35011	Res	11	2-12	DEMSKY, B.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
520	35012	Res	12	2-12	DILLENCOURT, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
521	35013	Res	13	2-12	DOURISH, J.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
522	35014	Res	14	2-12	DUTT, N.	TBA	TBA	TBA	30	2		2	0	K and N	Bookstore		OPEN
523	35015	Res	15	2-12	EL ZARKI, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
524	35016	Res	16	2-12	EPPSTEIN, D.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
525	35017	Res	17	2-12	FOWLKES, C.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
526	35018	Res	18	2-12	FRANZ, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
527	35019	Res	19	2-12	GAGO MASAGUE, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
528	35020	Res	20	2-12	GIVARGIS, T.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
529	35021	Res	21	2-12	GOODRICH, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
530	35022	Res	22	2-12	HARRIS, I.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
531	35023	Res	23	2-12	HAYES, W.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
532	35024	Res	24	2-12	HIRSCHBERG, D.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
533	35025	Res	25	2-12	IHLER, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
534	35026	Res	26	2-12	IMANI, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
535	35027	Res	27	2-12	IRANI, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
536	35028	Res	28	2-12	JARECKI, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
537	35029	Res	29	2-12	JORDAN, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
538	35030	Res	30	2-12	JUN, S.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
539	35031	Res	31	2-12	KASK, K.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
540	35032	Res	32	2-12	LEVORATO, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
541	35033	Res	33	2-12	LI, C.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
542	35034	Res	34	2-12	LOPES, C.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
543	35035	Res	35	2-12	MAHLKE, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
544	35036	Res	36	2-12	MAJUMDER, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
545	35037	Res	37	2-12	MANDT, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
546	35038	Res	38	2-12	MEENAKSHISUNDA, G.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
547	35039	Res	39	2-12	MEHROTRA, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
548	35040	Res	40	2-12	MIHAIL, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
549	35041	Res	41	2-12	MJOLSNESS, E.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
550	35042	Res	42	2-12	NAWAB, F.	TBA	TBA	TBA	20	2		2	0	K and N	Bookstore		OPEN
551	35043	Res	43	2-12	NICOLAU, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
552	35044	Res	44	2-12	PANAGEAS, I.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
553	35045	Res	45	2-12	PAPAEFTHYMIOU, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
554	35046	Res	46	2-12	RAHMANI, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
555	35047	Res	47	2-12	REGAN, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
556	35048	Res	48	2-12	SHINDLER, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
557	35049	Res	49	2-12	SINGH, S.	TBA	TBA	TBA	20	1		1	0	K and N	Bookstore		OPEN
558	35050	Res	50	2-12	SMYTH, P.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
559	35051	Res	51	2-12	SUDDERTH, E.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
560	35052	Res	52	2-12	TSUDIK, G.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
561	35053	Res	53	2-12	VAZIRANI, V.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
562	35054	Res	54	2-12	VEIDENBAUM, A.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
563	35055	Res	55	2-12	VENKATASUBRAMA, N.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
564	35056	Res	56	2-12	XIE, X.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
565	35057	Res	57	2-12	ZHANG, J.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
566	35058	Res	58	2-12	ZHAO, S.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
567	35059	Res	59	2-12	GAUDIOT, J.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
568	35060	Res	60	2-12	KIA, S.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
569	35061	Res	61	2-12	KRICHMAR, J.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
570	35062	Res	62	2-12	MARKOPOULOU, A.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
571	35063	Res	63	2-12	SHEN, Y.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
572	35064	Res	64	2-12	HAYES, G.	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
573	35065	Res	65	2-12	STAFF	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
574	35066	Res	66	2-12	STAFF	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
575	35067	Res	67	2-12	STAFF	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
576	35068	Res	68	2-12	STAFF	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
577	35069	Res	69	2-12	STAFF	TBA	TBA	TBA	20	0		0	0	K and N	Bookstore		OPEN
578																	
579	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY	CompSci 299 INDIVIDUAL STUDY
580	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
581	35101	Tut	1	2-12	ABDU JYOTHI, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
582	35102	Tut	2	2-12	AMIRI SANI, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
583	35103	Tut	3	2-12	BALDI, P.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
584	35104	Tut	4	2-12	BERG, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
585	35105	Tut	5	2-12	BIC, L.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
586	35106	Tut	6	2-12	BOZORGZADEH, E.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
587	35107	Tut	7	2-12	BURTSEV, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
588	35108	Tut	8	2-12	CAREY, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
589	35109	Tut	9	2-12	CHANG, P.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
590	35110	Tut	10	2-12	CHEN, Q.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
591	35111	Tut	11	2-12	DECHTER, R.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
592	35112	Tut	12	2-12	DEMSKY, B.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
593	35113	Tut	13	2-12	DILLENCOURT, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
594	35114	Tut	14	2-12	DOURISH, J.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
595	35115	Tut	15	2-12	DUTT, N.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
596	35116	Tut	16	2-12	EL ZARKI, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
597	35117	Tut	17	2-12	EPPSTEIN, D.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
598	35118	Tut	18	2-12	FOWLKES, C.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
599	35119	Tut	19	2-12	FOX, R.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
600	35120	Tut	20	2-12	FRANZ, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
601	35121	Tut	21	2-12	GAGO MASAGUE, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
602	35122	Tut	22	2-12	GIVARGIS, T.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
603	35123	Tut	23	2-12	GOODRICH, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
604	35124	Tut	24	2-12	HARRIS, I.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
605	35125	Tut	25	2-12	HAYES, W.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
606	35126	Tut	26	2-12	HIRSCHBERG, D.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
607	35127	Tut	27	2-12	IHLER, A.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
608	35128	Tut	28	2-12	IMANI, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
609	35129	Tut	29	2-12	IRANI, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
610	35130	Tut	30	2-12	JARECKI, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
611	35131	Tut	31	2-12	JORDAN, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
612	35132	Tut	32	2-12	JUN, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
613	35133	Tut	33	2-12	KASK, K.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
614	35134	Tut	34	2-12	LEVORATO, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
615	35135	Tut	35	2-12	LI, C.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
616	35136	Tut	36	2-12	LOPES, C.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
617	35137	Tut	37	2-12	MAJUMDER, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
618	35138	Tut	38	2-12	MANDT, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
619	35139	Tut	39	2-12	MEENAKSHISUNDA, G.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
620	35140	Tut	40	2-12	MEHROTRA, S.	TBA	TBA	TBA	30	3		3	0	K and N	Bookstore		OPEN
621	35141	Tut	41	2-12	MIHAIL, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
622	35142	Tut	42	2-12	MJOLSNESS, E.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
623	35143	Tut	43	2-12	NAWAB, F.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
624	35144	Tut	44	2-12	NICOLAU, A.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
625	35145	Tut	45	2-12	PANAGEAS, I.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
626	35146	Tut	46	2-12	PAPAEFTHYMIOU, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
627	35147	Tut	47	2-12	RAHMANI, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
628	35148	Tut	48	2-12	REGAN, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
629	35149	Tut	49	2-12	SHINDLER, M.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
630	35150	Tut	50	2-12	SINGH, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
631	35151	Tut	51	2-12	SMYTH, P.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
632	35152	Tut	52	2-12	SUDDERTH, E.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
633	35153	Tut	53	2-12	TSUDIK, G.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
634	35154	Tut	54	2-12	VAZIRANI, V.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
635	35155	Tut	55	2-12	VEIDENBAUM, A.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
636	35156	Tut	56	2-12	VENKATASUBRAMA, N.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
637	35157	Tut	57	2-12	XIE, X.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
638	35158	Tut	58	2-12	ZHANG, J.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
639	35159	Tut	59	2-12	ZHAO, S.	TBA	TBA	TBA	10	1		1	0	K and N	Bookstore		OPEN
640	35160	Tut	60	2-12	GAUDIOT, J.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
641	35161	Tut	61	2-12	KIA, S.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
642	35162	Tut	62	2-12	KRICHMAR, J.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
643	35163	Tut	63	2-12	MARKOPOULOU, A.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
644	35164	Tut	64	2-12	NEFTCI, E.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
645	35165	Tut	65	2-12	UMEZAKI, K.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
646	35166	Tut	66	2-12	SHEN, Y.	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
647	35167	Tut	67	2-12	HAYES, G.	TBA	TBA	TBA	30	1		1	0	K and N	Bookstore		OPEN
648	35168	Tut	68	2-12	STAFF	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
649	35169	Tut	69	2-12	STAFF	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
650	35170	Tut	70	2-12	STAFF	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
651	35171	Tut	71	2-12	STAFF	TBA	TBA	TBA	30	0		0	0	K and N	Bookstore		OPEN
652																	
653	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY	CompSci 201P COMPUTER SECURITY
654	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
655	35210	Lec	A	4	GOODRICH, M.	TuTh 5:00- 6:20p	SSH 100	TBA	100	52	0	61	0	K and L	Bookstore		OPEN
656			COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.		
657	COMPSCI 201P is restricted to students in the MCS (Master of Computer Science) program ONLY.																
658	35211	Lab	1	0	STAFFGOODRICH, M.	M 8:00- 8:50p	TBA		100	52	0	52	0	K and L	Bookstore		OPEN
659	35220	Lec	B	4	GOODRICH, M.	TuTh 5:00- 6:20p	SSH 100	TBA	65	7	0	11	0	K and L	Bookstore		OPEN
660			COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.		
661	COMPSCI 201P is restricted to students in the MDS (Master of Data Science) program ONLY.																
662	35221	Lab	1	0	STAFFGOODRICH, M.	M 8:00- 8:50p	TBA		65	7	0	10	0	K and L	Bookstore		OPEN
663																	
664	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT	CompSci 220P DATABAS & DATA MGMT
665	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
666	35230	Lec	A	4	CAREY, M.	MW 3:30- 4:50p	HSLH 100A	TBA	100	97	0	98	0	K and L	Bookstore		OPEN
667			COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.		
668	COMPSCI 220P is restricted to students in the MCS (Master of Computer Science) program ONLY.																
669	35231	Lab	1	0	STAFFCAREY, M.	F 4:00- 4:50p	TBA		100	97	0	98	0	K and L	Bookstore		OPEN
670	35240	Lec	B	4	CAREY, M.	MW 3:30- 4:50p	HSLH 100A	TBA	65	0	0	2	0	K and L	Bookstore		OPEN
